Genus,Species,Analogue,SitePair,Type,UrchinID,Condition,Abs_lat,UrchinID,TestDiameter,ThicknessCT(um),Mean_intensity,Voxel_size,Porosity,MgCO3,Spine_length,Spine_diameter,Spine_porosity,Jaw_length,UrchinID
Echinometra,sp. A,Shikine,Shikine,Seep,S-H4,Extreme,34.3258,H4,21.68166667,542.656,26165.5,2.0553,39.044,13.731,13.50,1243.986,27.76092,6.6,H4
Echinometra,sp. A,Shikine,Shikine,Seep,S-H5,Extreme,34.3258,H5,32.65633333,635.547,34678,2.737,40.034,13.731,16.28,1524.382,33.30152,9.1,H5
Echinometra,sp. EZ,Shikine,Shikine,Seep,S-H6,Extreme,34.3258,H6,26.982,565.253,22336,2.2409,43.913,13.497,13.93,1300.708,33.862266,8.2,H6
Echinometra,sp. EZ,Shikine,Shikine,Seep,S-H7,Extreme,34.3258,H7,20.16766667,475.612,31899.7,1.762,39.553,13.609,12.89,1163.417,33.501403,5.9,H7
Echinometra,sp. EZ,Shikine,Shikine,Seep,S-H8,Extreme,34.3258,H8,26.97266667,593.848,21010,2.2402,41.562,14.548,12.03,1087.575,35.845586,7.9,H8
Echinometra,sp. A,Shikine,Shikine,Seep,S-H9,Extreme,34.3258,H9,18.18433333,421.028,35201,1.8966,42.028,13.650,10.83,1071.751,32.784443,5.9,H9
Echinometra,sp. EZ,Shikine,Shikine,Seep,S-H10,Extreme,34.3258,H10,20.38333333,446.122,26863.9,1.8966,39.404,13.037,11.46,1018.617,36.790302,5.5,H10
Echinometra,sp. A,Shikine,Shikine,Seep,S-H11,Extreme,34.3258,H11,15.33433333,352.171,26406.6,1.644,39.16,13.109,10.06,951.59,37.249268,4.7,H11
Echinometra,sp. EZ,Shikine,Shikine,Seep,S-H12,Extreme,34.3258,H12,30.80833333,676.681,37163.2,2.2392,40.883,,14.90,1497.391,35.61689,9.2,H12
Echinometra,sp. A,Shikine,Shikine,Seep,S-H13,Extreme,34.3258,H13,25.152,601.498,36743.3,2.2392,41.419,,15.68,1273.71,29.067856,7.6,H13
Echinometra,sp. EZ,Shikine,Shikine,Seep,S-H14,Extreme,34.3258,H14,18.46,429.134,37203.2,2.0529,44.316,,10.86,927.746,38.152803,6.0,H14
Echinometra,sp. EZ,Shikine,Shikine,Seep,S-H15,Extreme,34.3258,H15,16.622,425.104,38861.8,1.7606,37.492,,12.13,1118.156,32.206672,5.3,H15
Echinometra,sp. EZ,Shikine,Shikine,Seep,S-H16,Extreme,34.3258,H16,13.68333333,332.579,35930.4,1.6436,39.046,,7.09,860.51,44.313442,4.5,H16
Echinometra,sp. A,Shikine,Shikine,Seep,S-H17,Extreme,34.3258,H17,15.04333333,367.228,27629.8,1.4507,37.877,,9.81,1068.004,31.019066,4.6,H17
Diadema,setosum,Shikine,Shikine,Seep,JD1,Reference,34.3258,JD1,40.332,429.900667,36782.5,3.10138,58.1353056,,35.1708,1058.375,49.3871993,14.32,JD1
Diadema,setosum,Shikine,Shikine,Seep,JD2,Reference,34.3258,JD2,30.323,326.228333,38979.6,2.82729,63.6683055,,34.9632,837.617,59.7856902,11.04,JD2
Diadema,setosum,Shikine,Shikine,Seep,JD3,Reference,34.3258,JD3,25.845,277.310333,39791.3,2.59772,61.7378592,,42.022,734.262,55.3401537,10.03,JD3
Diadema,setosum,Shikine,Shikine,Seep,JD4,Reference,34.3258,JD4,22.473,308.298667,39094,2.49646,61.7869871,,50.8224,737.686,51.8727722,8.83,JD4
Diadema,setosum,Shikine,Shikine,Seep,JD5,Reference,34.3258,JD5,23.694,313.793,38969.7,2.49646,56.6817847,,44.138,823.555,52.4582264,9.01,JD5
Diadema,setosum,Shikine,Shikine,Seep,JD6,Reference,34.3258,JD6,46.464,425.865667,34097.9,3.26764,62.7121863,,36.8808,884.338,42.8313603,16.42,JD6
Diadema,setosum,Shikine,Shikine,Seep,KD1,Extreme,34.3258,KD1,26.694,338.813333,35584.1,2.80,63.05946,,54.9922,869.867,51.7104266,9.82,KD1
Diadema,setosum,Shikine,Shikine,Seep,KD2,Extreme,34.3258,KD2,20.064,295.674,38896.3,2.52475,69.5874455,,41.2674,696.75,47.4893713,8.74,KD2
Diadema,setosum,Shikine,Shikine,Seep,KD3,Extreme,34.3258,KD3,21.767,242.511,40275.3,2.33713,54.6507692,,48.2146,750.488,54.1608719,8.11,KD3
Diadema,setosum,Shikine,Shikine,Seep,KD4,Extreme,34.3258,KD4,31.758,290.32,20689.2,3.126,68.2774305,,41.622,1045.413,45.7318423,11.64,KD4
Diadema,setosum,Shikine,Shikine,Seep,KD5,Extreme,34.3258,KD5,15.46,206.129333,38743.1,1.9725,61.0161005,,27.9428,642.743,45.1797175,6.41,KD5
Diadema,setosum,Shikine,Shikine,Seep,KD6,Extreme,34.3258,KD6,19.17,219.818,39007.5,1.9725,65.8202459,,40.8046,675.327,45.5023872,7.35,KD6
Echinometra,spp.,Bourake,Control,Tidal,B-C7,Reference,21.96588,C7,23.824,883.787667,38579.9,2.6956,45.6928495,13.7006803,27.8768,1614.648,33.0174236,10.5,C7
Echinometra,spp.,Bourake,Control,Tidal,B-C8,Reference,21.96588,C8,19.247,688.369333,40730.6,2.21296,48.5809531,13.8401361,21.4876,1465.6,,7.1,C8
Echinometra,spp.,Bourake,Control,Tidal,B-C9,Reference,21.96588,C9,20.165,723.901,35221.5,3.7490,47.8636002,14.0068027,20.7914,1371.834,25.935216,7.1,C9
Echinometra,spp.,Bourake,Control,Tidal,B-C10,Reference,21.96588,C10,18.913,573.767,37566.4,4.4379,48.1228392,13.7517007,21.6126,1608.65,31.813225,7.3,C10
Echinometra,spp.,Bourake,Control,Tidal,B-C11,Reference,21.96588,C11,17.523,563.307,30520.3,4.4377,46.3144909,13.5612245,21.9804,1460.227,29.4976241,5.9,C11
Echinometra,spp.,Bourake,Control,Tidal,B-C12,Reference,21.96588,C12,20.871,734.558,23502.9,4.4377,45.6023544,13.5340136,20.7672,1888.6,,7.6,C12
Echinometra,spp.,Bourake,Control,Tidal,B-C13,Reference,21.96588,C13,23.34,866.195,36431.6,4.4377,47.2154615,13.9251701,21.0426,1832.505,29.1978514,8.2,C13
Echinometra,spp.,Bourake,Control,Tidal,B-C14,Reference,21.96588,C14,21.367,685.646,38926.2,2.19884,42.8185506,13.9795918,20.8334,1672.6,,7.2,C14
Echinometra,spp.,Bourake,Control,Tidal,B-C15,Reference,21.96588,C15,31.171,969.799,39869.9,2.67329,46.9810192,14.0272109,23.9798,1866.712,37.4934964,8.8,C15
Echinometra,spp.,Bourake,Control,Tidal,B-C16,Reference,21.96588,C16,24.247,855.091,38069,2.67329,52.231583,14.792517,25.409,1704,,9.3,C16
Echinometra,spp.,Bourake,Inner,Tidal,B-I7,Extreme,21.96588,I7,19.453,627.258,40032.3,2.15633,40.4708863,13.8503401,22.0866,1608.4,,7.2,I7
Echinometra,spp.,Bourake,Inner,Tidal,B-I8,Extreme,21.96588,I8,21.258,772.749667,34149.6,2.28921,41.0292473,13.877551,18.1628,1731.2,,6.9,I8
Echinometra,spp.,Bourake,Inner,Tidal,B-I9,Extreme,21.96588,I9,33.856,980.594,36423.4,4.4381,43.8169203,13.2993197,30.2838,2123.103,32.3402118,9.9,I9
Echinometra,spp.,Bourake,Inner,Tidal,B-I10,Extreme,21.96588,I10,33.016,987.146,26174.7,4.4381,42.481383,13.462585,23.744,1982.907,28.1293056,10.8,I10
Echinometra,spp.,Bourake,Inner,Tidal,B-I11,Extreme,21.96588,I11,27.404,981.783,15646.4,4.4381,47.63612,13.4013605,23.7584,1993.15,33.7600007,8.6,I11
Echinometra,spp.,Bourake,Inner,Tidal,B-I12,Extreme,21.96588,I12,22.884,838.082,38639.8,4.4381,37.8130243,13.6122449,22.14,1644.812,24.7884144,7.1,I12
Echinometra,spp.,Bourake,Inner,Tidal,B-I13,Extreme,21.96588,I13,24.589,763.273667,38153.6,4.4381,44.3333747,13.9557823,23.5284,1967.932,22.681847,8.1,I13
Echinometra,spp.,Bourake,Inner,Tidal,B-I14,Extreme,21.96588,I14,31.775,985.685,39444.6,4.4381,43.8776413,13.5646259,22.2034,1888.676,29.4005726,9.3,I14
Echinometra,spp.,Bourake,Inner,Tidal,B-I15,Extreme,21.96588,I15,26.96,1073.679,38347,2.49452,43.8945229,13.3639456,23.5802,1851.4,,8.2,I15
Echinometra,spp.,Bourake,Inner,Tidal,B-I16,Extreme,21.96588,I16,18.892,706.605,40145.7,2.19884,39.2794306,13.2653061,17.4786,1725.8,,5.7,I16
Echinometra,spp.,Palau,Control,Tidal,E-NB-C1,Reference,7.323762,C1,22,656.38,39994,2.15529,54.0064172,,14.3,1304.171,34.2982519,,C1
Echinometra,spp.,Palau,Control,Tidal,E-NB-C2,Reference,7.323762,C2,19,695.587,39406.1,2.15498,52.7523019,,16.2,1191.302,25.325196,,C2
Echinometra,spp.,Palau,Control,Tidal,E-NB-C3,Reference,7.323762,C3,13,505.493,37542.3,1.66936,40.7119474,,13.9,1128.789,32.0622821,,C3
Echinometra,spp.,Palau,Control,Tidal,E-NB-C4,Reference,7.323762,C4,16,645.489333,28913.8,2.03541,55.1959709,,14.6,1240.94,36.9661028,,C4
Echinometra,spp.,Palau,Control,Tidal,E-NB-C5,Reference,7.323762,C5,14,412.464667,41202.2,1.83355,48.7234696,,9.1,841.503,32.3549069,,C5
Echinometra,spp.,Palau,Control,Tidal,E-NB-C6,Reference,7.323762,C6,13,409.414,39781.2,2.0909,48.8120173,,11.25,941.743,30.4323326,,C6
Echinometra,spp.,Palau,Control,Tidal,E-NB-C12,Reference,7.323762,C12,16,600.818,36949,1.87813,50.3742241,,13.7,1077.667,,,C12
Echinometra,spp.,Palau,Control,Tidal,E-NB-C13,Reference,7.323762,C13,16,522.456,38607,1.97794,45.8933214,,14.1,1149.333,,,C13
Echinometra,spp.,Palau,Control,Tidal,E-NB-C14,Reference,7.323762,C14,19,535.431,38679.9,2.289,46.134043,,13.7,1382,,,C14
Echinometra,spp.,Palau,Control,Tidal,E-NB-C15,Reference,7.323762,C15,14,668.241333,41537,2.289,51.1562635,,17.4,1176,,,C15
Echinometra,spp.,Palau,Lagoon,Tidal,E-NB-M1,Extreme,7.327333,M1,30,895.425,39941,2.80809,41.2357591,,23.2,1674.423,27.0571392,,M1
Echinometra,spp.,Palau,Lagoon,Tidal,E-NB-M2,Extreme,7.327333,M2,24,721.314333,26803.4,2.43837,46.3083935,,23.2,1464,31.8910199,,M2
Echinometra,spp.,Palau,Lagoon,Tidal,E-NB-M3,Extreme,7.327333,M3,32,895.145,26775.8,2.80591,43.336489,,22.1,1635.5,26.5760521,,M3
Echinometra,spp.,Palau,Lagoon,Tidal,E-NB-M4,Extreme,7.327333,M4,24,551.646333,39933.7,1.92963,40.2309646,,19.5,1631.922,37.0902472,,M4
Echinometra,spp.,Palau,Lagoon,Tidal,E-NB-M5,Extreme,7.327333,M5,28,733.414667,37591.4,2.51319,46.6592508,,23.5,1535.438,29.2117461,,M5
Echinometra,spp.,Palau,Lagoon,Tidal,E-NB-M6,Extreme,7.327333,M6,27,871.304667,38954.4,2.91179,48.4721507,,18.2,1448.216,30.0825189,,M6
Echinometra,spp.,Palau,Lagoon,Tidal,E-NB-M7,Extreme,7.327333,M7,31,997.432,38598.2,2.9099,40.472996,,20.8,1465.729,,,M7
Echinometra,spp.,Palau,Lagoon,Tidal,E-NB-M8,Extreme,7.327333,M8,22,717.337,41106.3,2.51352,40.0534218,,17.15,1116.333,,,M8
Echinometra,spp.,Palau,Lagoon,Tidal,E-NB-M9,Extreme,7.327333,M9,21,709.976,37872.8,2.28921,46.5745164,,21.5,1400.667,,,M9
Echinometra,spp.,Palau,Lagoon,Tidal,E-NB-M10,Extreme,7.327333,M10,25,624.914333,36620,2.28921,48.2951419,,19.1,1326.333,,,M10
Diadema,setosum,Palau,Control,Tidal,D-NB-C1,Reference,7.323762,D-NB-C1,30,304.704,39386.7,2.74229,68.9466433,,,931.368,46.882475,,D-NB-C1
Diadema,setosum,Palau,Control,Tidal,D-NB-C2,Reference,7.323762,D-NB-C2,28,279.193667,40073.7,2.38827,58.9601943,,,784.101,56.415354,,D-NB-C2
Diadema,setosum,Palau,Control,Tidal,D-NB-C3,Reference,7.323762,D-NB-C3,25,369.211333,38584.5,2.17757,65.2464881,,,774.747,47.4345038,,D-NB-C3
Diadema,setosum,Palau,Control,Tidal,D-NB-C4,Reference,7.323762,D-NB-C4,17,240.738333,37811.9,1.72205,60.4713438,,,539.094,36.8776216,,D-NB-C4
Diadema,setosum,Palau,Control,Tidal,D-NB-C5,Reference,7.323762,D-NB-C5,26,294.491667,40758.3,2.46512,68.1779342,,,829.737,59.6877006,,D-NB-C5
Diadema,setosum,Palau,Control,Tidal,D-NB-C6,Reference,7.323762,D-NB-C6,23,282.164333,38287.4,2.24082,64.3105116,,,756.095,50.08071,,D-NB-C6
Diadema,setosum,Palau,Control,Tidal,D-NB-C7,Reference,7.323762,D-NB-C7,33,445.164667,38865.7,2.63870,59.8830587,,,949.333,,,D-NB-C7
Diadema,setosum,Palau,Control,Tidal,D-NB-C8,Reference,7.323762,D-NB-C8,26,238.300667,39992.9,2.05359,54.0784604,,,771,,,D-NB-C8
Diadema,setosum,Palau,Control,Tidal,D-NB-C9,Reference,7.323762,D-NB-C9,18,254.717667,37406.2,1.84850,63.3024172,,,611,,,D-NB-C9
Diadema,setosum,Palau,Control,Tidal,D-NB-C10,Reference,7.323762,D-NB-C10,24,281.714,39133.4,2.11092,59.9516693,,,772,,,D-NB-C10
Diadema,setosum,Palau,Lagoon,Tidal,D-NB-M1,Extreme,7.327333,D-NB-M1,45,495.262333,39380.8,2.96134,56.5625015,,,1098.096,50.1966351,,D-NB-M1
Diadema,setosum,Palau,Lagoon,Tidal,D-NB-M2,Extreme,7.327333,D-NB-M2,44,521.986,40431.3,3.21734,62.1429029,,,993.178,55.7040685,,D-NB-M2
Diadema,setosum,Palau,Lagoon,Tidal,D-NB-M3,Extreme,7.327333,D-NB-M3,52,555.649,38422.3,3.08216,57.0539485,,,1061.19,56.2343081,,D-NB-M3
Diadema,setosum,Palau,Lagoon,Tidal,D-NB-M4,Extreme,7.327333,D-NB-M4,55,630.505,39516.8,3.21421,59.5514608,,,1226.206,49.8623004,,D-NB-M4
Diadema,setosum,Palau,Lagoon,Tidal,D-NB-M5,Extreme,7.327333,D-NB-M5,47,595.766333,39188.8,2.84313,58.0346546,,,1193.016,52.2949176,,D-NB-M5
Diadema,setosum,Palau,Lagoon,Tidal,D-NB-M6,Extreme,7.327333,D-NB-M6,46,525.326667,35161.5,2.95535,52.9704535,,,1128.389,51.3357954,,D-NB-M6
Diadema,setosum,Palau,Lagoon,Tidal,D-NB-M7,Extreme,7.327333,D-NB-M7,48,560.108667,36523.4,3.20946,67.8305776,,,1329.667,,,D-NB-M7
Diadema,setosum,Palau,Lagoon,Tidal,D-NB-M8,Extreme,7.327333,D-NB-M8,56,577.031333,36252.3,2.84005,57.7667033,,,1285.333,,,D-NB-M8
Diadema,setosum,Palau,Lagoon,Tidal,D-NB-M9,Extreme,7.327333,D-NB-M9,48,526.486333,37837.2,3.07393,50.8198982,,,1106.333,,,D-NB-M9
Diadema,setosum,Palau,Lagoon,Tidal,D-NB-M10,Extreme,7.327333,D-NB-M10,44,554.007333,38550.2,2.95030,55.7846326,,,1044.667,,,D-NB-M10
Echinometra,sp. C,Upa-Upasina,Upa-Upasina,Seep,PNG-B1,Extreme,9.818576,B1,38,963.871,35335.9,2.5770,37.4804504869794,16.1836734693878,16.24,1000,,13.28,B1
Echinometra,sp. C,Upa-Upasina,Upa-Upasina,Seep,PNG-B2,Extreme,9.818576,B2,36.35,1104.769,36313.5,2.5774,41.12633,14.4319727891156,14.36,1378.593,19.0456893,13.28,B2
Echinometra,sp. C,Upa-Upasina,Upa-Upasina,Seep,PNG-B3,Extreme,9.818576,B3,45.75,1113.135,22486.8,2.9508,42.61446,14.7823129251701,15.52,860,,16.42,B3
Echinometra,sp. C,Upa-Upasina,Upa-Upasina,Seep,PNG-B4,Extreme,9.818576,B4,27.7,808.706,22851.9,2.5772,43.0630777252356,14.8367346938776,16.24,860,,11.53,B4
Echinometra,sp. C,Upa-Upasina,Upa-Upasina,Seep,PNG-B5,Extreme,9.818576,B5,42.1,955.419333333333,36589.9,2.5772,32.115450504785,15.6836734693878,16.36,1685.128,21.884836,15.65,B5
Echinometra,sp. C,Upa-Upasina,Upa-Upasina,Seep,PNG-B6,Extreme,9.818576,B6,38.25,1009.23066666667,35817.6,2.5775,37.5661946776565,15.5272108843537,12.5,1600,,15.30,B6
Echinometra,sp. C,Upa-Upasina,Upa-Upasina,Seep,PNG-B7,Extreme,9.818576,B7,40.55,1087.79166666667,35307.4,2.6442,32.6441414273139,14.6768707482993,14.68,1629.828,18.8785889,16.22,B7
Echinometra,sp. C,Upa-Upasina,Upa-Upasina,Seep,PNG-B8,Extreme,9.818576,B8,40.85,1054.99433333333,34377.1,2.7159,37.471805546697,14.8333333333333,15.24,1460,,14.99,B8
Echinometra,sp. C,Upa-Upasina,Upa-Upasina,Seep,PNG-B9,Extreme,9.818576,B9,36.35,983.106333333333,37390.5,2.4546,38.1497909579968,14.4761904761905,13.44,1344.374,16.8968599,14.69,B9
Echinometra,sp. C,Upa-Upasina,Upa-Upasina,Seep,PNG-B10,Extreme,9.818576,B10,36.1,797.824,34520.3,2.2373,33.8105413454886,15.5680272108844,15.1,1600,,13.86,B10
Echinometra,sp. C,Upa-Upasina,Upa-Upasina,Seep,PNG-B11,Extreme,9.818576,B11,40.75,923.472666666667,25238.2,2.7159,41.0628844460317,15.0748299319728,17.2,1420,,15.36,B11
Echinometra,sp. C,Upa-Upasina,Upa-Upasina,Seep,PNG-B12,Extreme,9.818576,B12,39.35,847.732333333333,35749,2.3966,32.0260208058923,13.6938775510204,16.3,1927.854,15.5633559,15.49,B12
Echinometra,sp. C,Upa-Upasina,Upa-Upasina,Seep,PNG-B13,Extreme,9.818576,B13,41.9,969.727,37806.2,2.5784,33.0887183097486,17.1292517006803,14.04,1642.196,16.6736509,16.15,B13
Echinometra,sp. C,Upa-Upasina,Upa-Upasina,Seep,PNG-B14,Extreme,9.818576,B14,37.45,841.701333333333,23109.7,2.4688,34.8740581064232,15.0918367346939,16.06,1580,,13.96,B14
Echinometra,sp. C,Upa-Upasina,Upa-Upasina,Seep,PNG-B15,Extreme,9.818576,B15,31.35,725.854333333333,33953,2.4545,48.5722823268854,14.6802721088435,15.86,1900,,12.11,B15
Echinometra,sp. C,Upa-Upasina,Upa-Upasina,Seep,PNG-C6,Reference,9.742064,C6,13.25,468.056,37998,1.4275,40.6567436063373,14.6938775510204,9.48,1977.265,29.4984198,4.87,C6
Echinometra,sp. C,Upa-Upasina,Upa-Upasina,Seep,PNG-C7,Reference,9.742064,C7,14.4,495.206,35040.8,1.5951,45.0920426046077,15.5510204081633,8.94,1900,,4.76,C7
Echinometra,sp. C,Upa-Upasina,Upa-Upasina,Seep,PNG-C9,Reference,9.742064,C9,13.2,423.864,38435.1,1.4540,44.6644164401933,14.765306122449,6.9,2060,,4.84,C9
Echinometra,sp. C,Upa-Upasina,Upa-Upasina,Seep,PNG-C10,Reference,9.742064,C10,12.05,369.543666666667,29674.9,1.3774,42.0442148852328,14.5442176870748,7.9,1900,,4.16,C10
Echinometra,sp. C,Upa-Upasina,Upa-Upasina,Seep,PNG-C11,Reference,9.742064,C11,29.35,789.695,35931.7,2.4150,31.1076725962735,14.656462585034,13.52,1895.52,23.1767323,9.52,C11
Echinometra,sp. C,Upa-Upasina,Upa-Upasina,Seep,PNG-C12,Reference,9.742064,C12,32.6,1132.18566666667,35728.8,2.4002,32.7516028983362,16.0238095238095,13.02,1720,,12.81,C12
Echinometra,sp. C,Upa-Upasina,Upa-Upasina,Seep,PNG-C13,Reference,9.742064,C13,30.35,835.461,38030.3,2.1131,36.657759328779,16.234693877551,13.7,1860,,11.65,C13
Echinometra,sp. C,Upa-Upasina,Upa-Upasina,Seep,PNG-C14,Reference,9.742064,C14,27.6,842.325,37217.9,2.2764,32.1513927831343,15.421768707483,13.48,2102.076,26.1571767,10.25,C14
Echinometra,sp. C,Upa-Upasina,Upa-Upasina,Seep,PNG-C15,Reference,9.742064,C15,21.65,535.295666666667,37993.4,1.7389,47.8794619101339,14.8945578231293,11.66,1729.571,35.0765683,7.27,C15
Echinometra,sp. C,Upa-Upasina,Upa-Upasina,Seep,PNG-C16,Reference,9.742064,C16,30.65,1003.09566666667,34921.6,2.4672,34.7703570209862,15.8503401360544,12.64,1580,,12.21,C16
Echinometra,sp. C,Upa-Upasina,Upa-Upasina,Seep,PNG-C17,Reference,9.742064,C17,27.8,847.988,34387,2.2193,39.9634520680096,15.812925170068,12.14,2320,,10.33,C17
Echinometra,sp. C,Upa-Upasina,Upa-Upasina,Seep,PNG-C18,Reference,9.742064,C18,30.75,948.592333333333,36347.1,2.4683,40.3749709290191,15.4829931972789,14.28,1846.622,24.9139202,12.20,C18
Echinometra,sp. C,Upa-Upasina,Upa-Upasina,Seep,PNG-C19,Reference,9.742064,C19,27.75,810.513,23012.5,2.2778,34.8884741326687,15.8367346938776,13.12,1840,,10.03,C19
Echinometra,sp. C,Upa-Upasina,Upa-Upasina,Seep,PNG-C20,Reference,9.742064,C20,29.1,939.769,33244.7,2.3382,35.8373161399653,15.6666666666667,11.18,1980,,12.42,C20
Echinometra,sp. C,Upa-Upasina,Upa-Upasina,Seep,PNG-C21,Reference,9.742064,C21,30.65,988.138333333333,37071.1,2.3384,30.235038272729,15.608843537415,15.78,1559.51,20.9640171,12.26,C21
Arbacia,lixula,La Palma,La Palma,Seep,LP-AC2,Reference,28.457252,AC2,49.2,906.4166667,35614.6,2.44732,54.1666036,,20.53,1974.073,32.7076899,17.64,AC2
Arbacia,lixula,La Palma,La Palma,Seep,LP-AC4,Reference,28.457252,AC4,47.31,961.8456667,37884.1,2.29585,52.2429178,,19.824,1892.985,26.9336298,17.24,AC4
Arbacia,lixula,La Palma,La Palma,Seep,LP-AC5,Reference,28.457252,AC5,34.14,806.3123333,39882.8,2.16203,48.8492957,,20.762,1971.002,31.4394292,12.19,AC5
Arbacia,lixula,La Palma,La Palma,Seep,LP-AC6,Reference,28.457252,AC6,36.70666667,926.5646667,37735.2,2.16203,47.8191986,,16.814,1615.548,29.5267549,14.97,AC6
Arbacia,lixula,La Palma,La Palma,Seep,LP-AC8,Reference,28.457252,AC8,36,852.6603333,37706.3,2.16178,47.2767531,,21.416,2017.674,32.9469272,13.46,AC8
Arbacia,lixula,La Palma,La Palma,Seep,LP-AC10,Reference,28.457252,AC10,38.57666667,817.9176667,39009,2.44637,50.6943934,,16.228,1599.558,30.353731,12.34,AC10
Arbacia,lixula,La Palma,La Palma,Seep,LP-AC11,Reference,28.457252,AC11,53.21666667,947.6923333,38075.5,2.61802,42.652234,,18.592,1859.2,,18.16,AC11
Arbacia,lixula,La Palma,La Palma,Seep,LP-AC12,Reference,28.457252,AC12,47.87333333,877.2896667,28654.9,2.61559,44.6032043,,18.55,1855,,16.68,AC12
Arbacia,lixula,La Palma,La Palma,Seep,LP-AC14,Reference,28.457252,AC14,37.73,802.629,37969.2,2.15835,52.5186686,,20.554,2055.4,,10.76,AC14
Arbacia,lixula,La Palma,La Palma,Seep,LP-AC15,Reference,28.457252,AC15,38.92,910.486,37261.9,2.29114,55.2258899,,19.496,1949.6,,13.76,AC15
Arbacia,lixula,La Palma,La Palma,Seep,LP-AC19,Reference,28.457252,AC19,49.84666667,867.4053333,40311.3,2.44103,50.4165999,,19.782,1978.2,,16.9,AC19
Arbacia,lixula,La Palma,La Palma,Seep,LP-AC20,Reference,28.457252,AC20,47.03666667,1041.568667,37383.1,2.44040,54.597376,,19.598,1959.8,,15.11,AC20
Arbacia,lixula,La Palma,La Palma,Seep,LP-AV1,Extreme,28.455882,AV1,39.50333333,929.7596667,36355.2,2.2270,53.1906892,,15.385,1479.65,26.4000908,12.92,AV1
Arbacia,lixula,La Palma,La Palma,Seep,LP-AV2,Extreme,28.455882,AV2,46.47666667,747.8293333,34069.4,2.29585,43.4711239,,16.414,1596.423,40.694423,15.56,AV2
Arbacia,lixula,La Palma,La Palma,Seep,LP-AV3,Extreme,28.455882,AV3,43.09,810.7073333,38834.4,2.29585,52.7945878,,14.874,1442.507,28.7492287,16.03,AV3
Arbacia,lixula,La Palma,La Palma,Seep,LP-AV4,Extreme,28.455882,AV4,43.94666667,745.4276667,28127,2.16203,47.311525,,17.886,1716.703,34.6439897,14.48,AV4
Arbacia,lixula,La Palma,La Palma,Seep,LP-AV5,Extreme,28.455882,AV5,27.22,625.808,21229.1,1.93631,58.5729581,,16.34,1554.632,35.9689501,9.21,AV5
Arbacia,lixula,La Palma,La Palma,Seep,LP-AV6,Extreme,28.455882,AV6,34.45666667,838.0356667,32953.3,2.16178,50.2416451,,15.436,1501.966,35.4407962,12.01,AV6
Arbacia,lixula,La Palma,La Palma,Seep,LP-AV8,Extreme,28.455882,AV8,37.50666667,775.3223333,37712,2.29446,51.3684623,,18.306,1830.6,,11.5,AV8
Arbacia,lixula,La Palma,La Palma,Seep,LP-AV9,Extreme,28.455882,AV9,47.40333333,1027.989333,27623.7,3.04575,55.5318307,,16.616,1661.6,,14.65,AV9
Arbacia,lixula,La Palma,La Palma,Seep,LP-AV10,Extreme,28.455882,AV10,36.59666667,877.133,38829,2.36470,53.0799518,,16.156,1615.6,,11.34,AV10
Arbacia,lixula,La Palma,La Palma,Seep,LP-AV11,Extreme,28.455882,AV11,48.93333333,952.8833333,26318.9,2.44213,38.969501,,18.062,1806.2,,14.19,AV11
Arbacia,lixula,La Palma,La Palma,Seep,LP-AV12,Extreme,28.455882,AV12,40.93,759.5046667,36606.7,2.44103,54.2772902,,18.75,1875,,12.87,AV12
Arbacia,lixula,La Palma,La Palma,Seep,LP-AV13,Extreme,28.455882,AV13,39.34,883.891667,38128.3,2.28941,52.6381119,,17.524,1752.4,,12.24,AV13
Arbacia,lixula,La Palma,La Palma,Seep,LP-AV14,Extreme,28.455882,AV14,34.97333333,806.4773333,39623.5,2.15700,43.97601,,17.948,1794.8,,11.2,AV14
Arbacia,lixula,La Palma,Tenerife - La Nea,Seep,LP-AT1,Reference,28.402346,AT1,51.89,821.396,37147.2,2.61802,54.77714,,18.974,1897.4,,17.42,AT1
Arbacia,lixula,La Palma,Tenerife - La Nea,Seep,LP-AT3,Reference,28.402346,AT3,43.72,906.034,32161.4,2.44535,43.2352323,,22.52,2252,,14.32,AT3
Arbacia,lixula,La Palma,Tenerife - La Nea,Seep,LP-AT4,Reference,28.402346,AT4,45.08,778.0353333,38620.9,2.44535,51.62397,,18.42,1842,,15.4,AT4
Arbacia,lixula,La Palma,Tenerife - La Nea,Seep,LP-AT6,Reference,28.402346,AT6,51.43333333,970.912,35520.5,2.44535,54.1628,,20.096,2009.6,,16.05,AT6
Arbacia,lixula,La Palma,Tenerife - La Nea,Seep,LP-AT8,Reference,28.402346,AT8,51.34666667,835.0093333,40597.5,2.44535,44.68136,,20.882,2088.2,,16.22,AT8
Arbacia,lixula,La Palma,Tenerife - La Nea,Seep,LP-AT9,Reference,28.402346,AT9,45.14333333,946.7456667,37391.1,2.29377,42.6251784,,17.662,1766.2,,14.49,AT9
Arbacia,lixula,La Palma,Tenerife - La Nea,Seep,LP-AT15,Reference,28.402346,AT15,49.7,1048.360333,34881,2.29155,47.8299832,,23.69,2369,,15.36,AT15
Arbacia,lixula,La Palma,Tenerife - La Nea,Seep,LP-AT16,Reference,28.402346,AT16,43.19,864.5226667,33625.8,2.81100,50.65875,,20.894,2089.4,,13.24,AT16
