Genus,Species,Analogue,Site,Type,UrchinID,Condition,Abs_lat,UrchinID,TestDiameter,ThicknessCT(um),Mean_intensity,Voxel_size,Porosity,MgCO3,Spine_length,Spine_diameter,Spine_diameter,Spine_porosity,Jaw_length,UrchinID
Echinometra,sp. A,Shikine,Shikine,Seep,S-C2,Reference,34.3258,C2,30.689,761.74,29673.7,2.244,33.278,13.629,16.16,1.504,1503.933,31.727847,10.8,C2
Echinometra,sp. A,Shikine,Shikine,Seep,S-C3,Reference,34.3258,C3,47.31333333,968.148,35603.8,2.7416,27.832,,14.65,1.898,1897.842,20.322482,12.5,C3
Echinometra,sp. A,Shikine,Shikine,Seep,S-C5,Reference,34.3258,C5,34.08033333,907.258,38391.3,2.4680,30.426,13.786,18.95,1.93,1929.517,31.829387,11.2,C5
Echinometra,sp. A,Shikine,Shikine,Seep,S-C7,Reference,34.3258,C7,30.11533333,732.865,31294.6,2.244,28.156,,15.58,1.515,1514.544,33.748262,9.4,C7
Echinometra,sp. A,Shikine,Shikine,Seep,S-C8,Reference,34.3258,C8,28.97166667,687.795,40443.3,2.224,35.617,13.629,14.00,1.649,1648.994,24.85992,8.0,C8
Echinometra,sp. A,Shikine,Shikine,Seep,S-C9,Reference,34.3258,C9,27.18133333,820.127,38924.5,2.0575,31.927,13.915,16.00,1.515,1515.049,31.539025,8.4,C9
Echinometra,sp. A,Shikine,Shikine,Seep,S-C10,Reference,34.3258,C10,22.33266667,626.023,38695.4,1.8994,31.206,13.830,13.38,1.38,1379.806,21.80249,6.5,C10
Echinometra,sp. A,Shikine,Shikine,Seep,S-C11,Reference,34.3258,C11,31.82466667,752.356,37481,2.2431,32.552,13.993,15.59,1.456,1456.308,22.95517,10.1,C11
Echinometra,sp. A,Shikine,Shikine,Seep,S-C12,Reference,34.3258,C12,33.73,972.199,33218.6,2.740,29.604,13.707,14.88,1.615,1615.467,22.37162,10.2,C12
Echinometra,sp. A,Shikine,Shikine,Seep,S-C13,Reference,34.3258,C13,39.601,770.054,39310.5,2.740,35.144,12.997,15.40,1.661,1660.514,24.5781,12.7,C13
Echinometra,sp. A,Shikine,Shikine,Seep,S-C14,Reference,34.3258,C14,27.79166667,728.821,39155.1,2.2428,30.355,13.605,13.61,1.361,1360.894,28.78765,9.1,C14
Echinometra,sp. A,Shikine,Shikine,Seep,S-C15,Reference,34.3258,C15,34.07133333,824.581,38109.8,2.4662,30.761,,15.56,1.614,1613.671,36.871824,9.5,C15
Echinometra,sp. A,Shikine,Shikine,Seep,S-C16,Reference,34.3258,C16,27.40033333,521.215,33281.4,2.0561,31.876,,16.94,1.505,1504.616,23.49452,8.1,C16
Echinometra,sp. A,Shikine,Shikine,Seep,S-H1,Extreme,34.3258,H1,17.52633333,373.825,35094,1.5430,39.283,,10.19,1.054,1054.2,29.394316,5.5,H1
Echinometra,sp. A,Shikine,Shikine,Seep,S-H2,Extreme,34.3258,H2,23.01966667,515.144,40909.8,1.8978,36.855,14.092,14.28,1.314,1314.39,35.59146,7.6,H2
Echinometra,sp. A,Shikine,Shikine,Seep,S-H3,Extreme,34.3258,H3,20.20166667,502.467,35653.8,1.8978,42.808,14.020,11.30,1.17,1170.288,28.447311,6.0,H3
Echinometra,sp. A,Shikine,Shikine,Seep,S-H4,Extreme,34.3258,H4,21.68166667,542.656,26165.5,2.0553,39.044,13.731,13.50,1.244,1243.986,27.76092,6.6,H4
Echinometra,sp. A,Shikine,Shikine,Seep,S-H5,Extreme,34.3258,H5,32.65633333,635.547,34678,2.737,40.034,13.731,16.28,1.524,1524.382,33.30152,9.1,H5
Echinometra,sp. A,Shikine,Shikine,Seep,S-H6,Extreme,34.3258,H6,26.982,565.253,22336,2.2409,43.913,13.497,13.93,1.301,1300.708,33.862266,8.2,H6
Echinometra,sp. A,Shikine,Shikine,Seep,S-H7,Extreme,34.3258,H7,20.16766667,475.612,31899.7,1.762,39.553,13.609,12.89,1.163,1163.417,33.501403,5.9,H7
Echinometra,sp. A,Shikine,Shikine,Seep,S-H8,Extreme,34.3258,H8,26.97266667,593.848,21010,2.2402,41.562,14.548,12.03,1.088,1087.575,35.845586,7.9,H8
Echinometra,sp. A,Shikine,Shikine,Seep,S-H9,Extreme,34.3258,H9,18.18433333,421.028,35201,1.8966,42.028,13.650,10.83,1.072,1071.751,32.784443,5.9,H9
Echinometra,sp. A,Shikine,Shikine,Seep,S-H10,Extreme,34.3258,H10,20.38333333,446.122,26863.9,1.8966,39.404,13.037,11.46,1.019,1018.617,36.790302,5.5,H10
Echinometra,sp. A,Shikine,Shikine,Seep,S-H11,Extreme,34.3258,H11,15.33433333,352.171,26406.6,1.644,39.16,13.109,10.06,0.952,951.59,37.249268,4.7,H11
Echinometra,sp. A,Shikine,Shikine,Seep,S-H12,Extreme,34.3258,H12,30.80833333,676.681,37163.2,2.2392,40.883,,14.90,1.497,1497.391,35.61689,9.2,H12
Echinometra,sp. A,Shikine,Shikine,Seep,S-H13,Extreme,34.3258,H13,25.152,601.498,36743.3,2.2392,41.419,,15.68,1.274,1273.71,29.067856,7.6,H13
Echinometra,sp. A,Shikine,Shikine,Seep,S-H14,Extreme,34.3258,H14,18.46,429.134,37203.2,2.0529,44.316,,10.86,0.928,927.746,38.152803,6.0,H14
Echinometra,sp. A,Shikine,Shikine,Seep,S-H15,Extreme,34.3258,H15,16.622,425.104,38861.8,1.7606,37.492,,12.13,1.118,1118.156,32.206672,5.3,H15
Echinometra,sp. A,Shikine,Shikine,Seep,S-H16,Extreme,34.3258,H16,13.68333333,332.579,35930.4,1.6436,39.046,,7.09,0.861,860.51,44.313442,4.5,H16
Echinometra,sp. A,Shikine,Shikine,Seep,S-H17,Extreme,34.3258,H17,15.04333333,367.228,27629.8,1.4507,37.877,,9.81,1.068,1068.004,31.019066,4.6,H17
Diadema,setosum,Shikine,Shikine,Seep,JD1,Reference,34.3258,JD1,40.332,429.900667,36782.5,3.10138,58.1353056,,35.1708,1.058,1058.375,49.3871993,14.32,JD1
Diadema,setosum,Shikine,Shikine,Seep,JD2,Reference,34.3258,JD2,30.323,326.228333,38979.6,2.82729,63.6683055,,34.9632,0.838,837.617,59.7856902,11.04,JD2
Diadema,setosum,Shikine,Shikine,Seep,JD3,Reference,34.3258,JD3,25.845,277.310333,39791.3,2.59772,61.7378592,,42.022,0.734,734.262,55.3401537,10.03,JD3
Diadema,setosum,Shikine,Shikine,Seep,JD4,Reference,34.3258,JD4,22.473,308.298667,39094,2.49646,61.7869871,,50.8224,0.738,737.686,51.8727722,8.83,JD4
Diadema,setosum,Shikine,Shikine,Seep,JD5,Reference,34.3258,JD5,23.694,313.793,38969.7,2.49646,56.6817847,,44.138,0.824,823.555,52.4582264,9.01,JD5
Diadema,setosum,Shikine,Shikine,Seep,JD6,Reference,34.3258,JD6,46.464,425.865667,34097.9,3.26764,62.7121863,,36.8808,0.884,884.338,42.8313603,16.42,JD6
Diadema,setosum,Shikine,Shikine,Seep,KD1,Extreme,34.3258,KD1,26.694,338.813333,35584.1,2.80,63.05946,,54.9922,0.87,869.867,51.7104266,9.82,KD1
Diadema,setosum,Shikine,Shikine,Seep,KD2,Extreme,34.3258,KD2,20.064,295.674,38896.3,2.52475,69.5874455,,41.2674,0.697,696.75,47.4893713,8.74,KD2
Diadema,setosum,Shikine,Shikine,Seep,KD3,Extreme,34.3258,KD3,21.767,242.511,40275.3,2.33713,54.6507692,,48.2146,0.75,750.488,54.1608719,8.11,KD3
Diadema,setosum,Shikine,Shikine,Seep,KD4,Extreme,34.3258,KD4,31.758,290.32,20689.2,3.126,68.2774305,,41.622,1.045,1045.413,45.7318423,11.64,KD4
Diadema,setosum,Shikine,Shikine,Seep,KD5,Extreme,34.3258,KD5,15.46,206.129333,38743.1,1.9725,61.0161005,,27.9428,0.643,642.743,45.1797175,6.41,KD5
Diadema,setosum,Shikine,Shikine,Seep,KD6,Extreme,34.3258,KD6,19.17,219.818,39007.5,1.9725,65.8202459,,40.8046,0.675,675.327,45.5023872,7.35,KD6
Echinometra,sp. C,Upa-Upasina,Upa-Upasina,Seep,PNG-B1,Extreme,9.818576,B1,38,963.871,35335.9,2.5770,37.4804504869794,16.1836734693878,16.24,1,1000,,13.28,B1
Echinometra,sp. C,Upa-Upasina,Upa-Upasina,Seep,PNG-B2,Extreme,9.818576,B2,36.35,1104.769,36313.5,2.5774,41.12633,14.4319727891156,14.36,1.379,1378.593,19.0456893,13.28,B2
Echinometra,sp. C,Upa-Upasina,Upa-Upasina,Seep,PNG-B3,Extreme,9.818576,B3,45.75,1113.135,22486.8,2.9508,42.61446,14.7823129251701,15.52,0.86,860,,16.42,B3
Echinometra,sp. C,Upa-Upasina,Upa-Upasina,Seep,PNG-B4,Extreme,9.818576,B4,27.7,808.706,22851.9,2.5772,43.0630777252356,14.8367346938776,16.24,0.86,860,,11.53,B4
Echinometra,sp. C,Upa-Upasina,Upa-Upasina,Seep,PNG-B5,Extreme,9.818576,B5,42.1,955.419333333333,36589.9,2.5772,32.115450504785,15.6836734693878,16.36,1.685,1685.128,21.884836,15.65,B5
Echinometra,sp. C,Upa-Upasina,Upa-Upasina,Seep,PNG-B6,Extreme,9.818576,B6,38.25,1009.23066666667,35817.6,2.5775,37.5661946776565,15.5272108843537,12.5,1.6,1600,,15.30,B6
Echinometra,sp. C,Upa-Upasina,Upa-Upasina,Seep,PNG-B7,Extreme,9.818576,B7,40.55,1087.79166666667,35307.4,2.6442,32.6441414273139,14.6768707482993,14.68,1.63,1629.828,18.8785889,16.22,B7
Echinometra,sp. C,Upa-Upasina,Upa-Upasina,Seep,PNG-B8,Extreme,9.818576,B8,40.85,1054.99433333333,34377.1,2.7159,37.471805546697,,15.24,1.46,1460,,14.99,B8
Echinometra,sp. C,Upa-Upasina,Upa-Upasina,Seep,PNG-B9,Extreme,9.818576,B9,36.35,983.106333333333,37390.5,2.4546,38.1497909579968,,13.44,1.344,1344.374,16.8968599,14.69,B9
Echinometra,sp. C,Upa-Upasina,Upa-Upasina,Seep,PNG-B10,Extreme,9.818576,B10,36.1,797.824,34520.3,2.2373,33.8105413454886,,15.1,1.6,1600,,13.86,B10
Echinometra,sp. C,Upa-Upasina,Upa-Upasina,Seep,PNG-B11,Extreme,9.818576,B11,40.75,923.472666666667,25238.2,2.7159,41.0628844460317,,17.2,1.42,1420,,15.36,B11
Echinometra,sp. C,Upa-Upasina,Upa-Upasina,Seep,PNG-B12,Extreme,9.818576,B12,39.35,847.732333333333,35749,2.3966,32.0260208058923,,16.3,1.928,1927.854,15.5633559,15.49,B12
Echinometra,sp. C,Upa-Upasina,Upa-Upasina,Seep,PNG-B13,Extreme,9.818576,B13,41.9,969.727,37806.2,2.5784,33.0887183097486,,14.04,1.642,1642.196,16.6736509,16.15,B13
Echinometra,sp. C,Upa-Upasina,Upa-Upasina,Seep,PNG-B14,Extreme,9.818576,B14,37.45,841.701333333333,23109.7,2.4688,34.8740581064232,,16.06,1.58,1580,,13.96,B14
Echinometra,sp. C,Upa-Upasina,Upa-Upasina,Seep,PNG-B15,Extreme,9.818576,B15,31.35,725.854333333333,33953,2.4545,48.5722823268854,,15.86,1.9,1900,,12.11,B15
Echinometra,sp. C,Upa-Upasina,Dobu,Seep,PNG-C6,Reference,9.742064,C6,13.25,468.056,37998,1.4275,40.6567436063373,14.6938775510204,9.48,1.977,1977.265,29.4984198,4.87,C6
Echinometra,sp. C,Upa-Upasina,Dobu,Seep,PNG-C7,Reference,9.742064,C7,14.4,495.206,35040.8,1.5951,45.0920426046077,15.5510204081633,8.94,1.9,1900,,4.76,C7
Echinometra,sp. C,Upa-Upasina,Dobu,Seep,PNG-C9,Reference,9.742064,C9,13.2,423.864,38435.1,1.4540,44.6644164401933,14.765306122449,6.9,2.06,2060,,4.84,C9
Echinometra,sp. C,Upa-Upasina,Dobu,Seep,PNG-C10,Reference,9.742064,C10,12.05,369.543666666667,29674.9,1.3774,42.0442148852328,14.5442176870748,7.9,1.9,1900,,4.16,C10
Echinometra,sp. C,Upa-Upasina,Dobu,Seep,PNG-C11,Reference,9.742064,C11,29.35,789.695,35931.7,2.4150,31.1076725962735,14.656462585034,13.52,1.896,1895.52,23.1767323,9.52,C11
Echinometra,sp. C,Upa-Upasina,Dobu,Seep,PNG-C12,Reference,9.742064,C12,32.6,1132.18566666667,35728.8,2.4002,32.7516028983362,16.0238095238095,13.02,1.72,1720,,12.81,C12
Echinometra,sp. C,Upa-Upasina,Dobu,Seep,PNG-C13,Reference,9.742064,C13,30.35,835.461,38030.3,2.1131,36.657759328779,16.234693877551,13.7,1.86,1860,,11.65,C13
Echinometra,sp. C,Upa-Upasina,Dobu,Seep,PNG-C14,Reference,9.742064,C14,27.6,842.325,37217.9,2.2764,32.1513927831343,,13.48,2.102,2102.076,26.1571767,10.25,C14
Echinometra,sp. C,Upa-Upasina,Dobu,Seep,PNG-C15,Reference,9.742064,C15,21.65,535.295666666667,37993.4,1.7389,47.8794619101339,,11.66,1.73,1729.571,35.0765683,7.27,C15
Echinometra,sp. C,Upa-Upasina,Dobu,Seep,PNG-C16,Reference,9.742064,C16,30.65,1003.09566666667,34921.6,2.4672,34.7703570209862,,12.64,1.58,1580,,12.21,C16
Echinometra,sp. C,Upa-Upasina,Dobu,Seep,PNG-C17,Reference,9.742064,C17,27.8,847.988,34387,2.2193,39.9634520680096,,12.14,2.32,2320,,10.33,C17
Echinometra,sp. C,Upa-Upasina,Dobu,Seep,PNG-C18,Reference,9.742064,C18,30.75,948.592333333333,36347.1,2.4683,40.3749709290191,,14.28,1.847,1846.622,24.9139202,12.20,C18
Echinometra,sp. C,Upa-Upasina,Dobu,Seep,PNG-C19,Reference,9.742064,C19,27.75,810.513,23012.5,2.2778,34.8884741326687,,13.12,1.84,1840,,10.03,C19
Echinometra,sp. C,Upa-Upasina,Dobu,Seep,PNG-C20,Reference,9.742064,C20,29.1,939.769,33244.7,2.3382,35.8373161399653,,11.18,1.98,1980,,12.42,C20
Echinometra,sp. C,Upa-Upasina,Dobu,Seep,PNG-C21,Reference,9.742064,C21,30.65,988.138333333333,37071.1,2.3384,30.235038272729,,15.78,1.56,1559.51,20.9640171,12.26,C21
Arbacia,lixula,La Palma,Playa de Echentive,Seep,LP-AC2,Reference,28.457252,AC2,49.2,906.4166667,35614.6,2.44732,54.1666036,15.812925170068,20.53,1.974,1974.073,32.7076899,17.64,AC2
Arbacia,lixula,La Palma,Playa de Echentive,Seep,LP-AC4,Reference,28.457252,AC4,47.31,961.8456667,37884.1,2.29585,52.2429178,15.4829931972789,19.824,1.893,1892.985,26.9336298,17.24,AC4
Arbacia,lixula,La Palma,Playa de Echentive,Seep,LP-AC5,Reference,28.457252,AC5,34.14,806.3123333,39882.8,2.16203,48.8492957,15.8367346938776,20.762,1.971,1971.002,31.4394292,12.19,AC5
Arbacia,lixula,La Palma,Playa de Echentive,Seep,LP-AC6,Reference,28.457252,AC6,36.70666667,926.5646667,37735.2,2.16203,47.8191986,15.6666666666667,16.814,1.616,1615.548,29.5267549,14.97,AC6
Arbacia,lixula,La Palma,Playa de Echentive,Seep,LP-AC8,Reference,28.457252,AC8,36,852.6603333,37706.3,2.16178,47.2767531,15.608843537415,21.416,2.018,2017.674,32.9469272,13.46,AC8
Arbacia,lixula,La Palma,Playa de Echentive,Seep,LP-AC10,Reference,28.457252,AC10,38.57666667,817.9176667,39009,2.44637,50.6943934,,16.228,1.6,1599.558,30.353731,12.34,AC10
Arbacia,lixula,La Palma,Playa de Echentive,Seep,LP-AC11,Reference,28.457252,AC11,53.21666667,947.6923333,38075.5,2.61802,42.652234,,18.592,1.859,1859.2,,18.16,AC11
Arbacia,lixula,La Palma,Playa de Echentive,Seep,LP-AC12,Reference,28.457252,AC12,47.87333333,877.2896667,28654.9,2.61559,44.6032043,,18.55,1.855,1855,,16.68,AC12
Arbacia,lixula,La Palma,Playa de Echentive,Seep,LP-AC14,Reference,28.457252,AC14,37.73,802.629,37969.2,2.15835,52.5186686,,20.554,2.055,2055.4,,10.76,AC14
Arbacia,lixula,La Palma,Playa de Echentive,Seep,LP-AC15,Reference,28.457252,AC15,38.92,910.486,37261.9,2.29114,55.2258899,,19.496,1.95,1949.6,,13.76,AC15
Arbacia,lixula,La Palma,Playa de Echentive,Seep,LP-AC19,Reference,28.457252,AC19,49.84666667,867.4053333,40311.3,2.44103,50.4165999,,19.782,1.978,1978.2,,16.9,AC19
Arbacia,lixula,La Palma,Playa de Echentive,Seep,LP-AC20,Reference,28.457252,AC20,47.03666667,1041.568667,37383.1,2.44040,54.597376,,19.598,1.96,1959.8,,15.11,AC20
Arbacia,lixula,La Palma,Faro,Seep,LP-AV1,Extreme,28.455882,AV1,39.50333333,929.7596667,36355.2,2.2270,53.1906892,15.0748299319728,15.385,1.48,1479.65,26.4000908,12.92,AV1
Arbacia,lixula,La Palma,Faro,Seep,LP-AV2,Extreme,28.455882,AV2,46.47666667,747.8293333,34069.4,2.29585,43.4711239,13.6938775510204,16.414,1.596,1596.423,40.694423,15.56,AV2
Arbacia,lixula,La Palma,Faro,Seep,LP-AV3,Extreme,28.455882,AV3,43.09,810.7073333,38834.4,2.29585,52.7945878,17.1292517006803,14.874,1.443,1442.507,28.7492287,16.03,AV3
Arbacia,lixula,La Palma,Faro,Seep,LP-AV4,Extreme,28.455882,AV4,43.94666667,745.4276667,28127,2.16203,47.311525,15.0918367346939,17.886,1.717,1716.703,34.6439897,14.48,AV4
Arbacia,lixula,La Palma,Faro,Seep,LP-AV5,Extreme,28.455882,AV5,27.22,625.808,21229.1,1.93631,58.5729581,14.6802721088435,16.34,1.555,1554.632,35.9689501,9.21,AV5
Arbacia,lixula,La Palma,Faro,Seep,LP-AV6,Extreme,28.455882,AV6,34.45666667,838.0356667,32953.3,2.16178,50.2416451,,15.436,1.502,1501.966,35.4407962,12.01,AV6
Arbacia,lixula,La Palma,Faro,Seep,LP-AV8,Extreme,28.455882,AV8,37.50666667,775.3223333,37712,2.29446,51.3684623,,18.306,1.831,1830.6,,11.5,AV8
Arbacia,lixula,La Palma,Faro,Seep,LP-AV9,Extreme,28.455882,AV9,47.40333333,1027.989333,27623.7,3.04575,55.5318307,,16.616,1.662,1661.6,,14.65,AV9
Arbacia,lixula,La Palma,Faro,Seep,LP-AV10,Extreme,28.455882,AV10,36.59666667,877.133,38829,2.36470,53.0799518,,16.156,1.616,1615.6,,11.34,AV10
Arbacia,lixula,La Palma,Faro,Seep,LP-AV11,Extreme,28.455882,AV11,48.93333333,952.8833333,26318.9,2.44213,38.969501,,18.062,1.806,1806.2,,14.19,AV11
Arbacia,lixula,La Palma,Faro,Seep,LP-AV12,Extreme,28.455882,AV12,40.93,759.5046667,36606.7,2.44103,54.2772902,,18.75,1.875,1875,,12.87,AV12
Arbacia,lixula,La Palma,Faro,Seep,LP-AV13,Extreme,28.455882,AV13,39.34,883.891667,38128.3,2.28941,52.6381119,,17.524,1.752,1752.4,,12.24,AV13
Arbacia,lixula,La Palma,Faro,Seep,LP-AV14,Extreme,28.455882,AV14,34.97333333,806.4773333,39623.5,2.15700,43.97601,,17.948,1.795,1794.8,,11.2,AV14
Echinometra,sp. C,Ambitle,Ambitle_C,Seep,4,Reference,4.06,4,28.495,1030.143333,39995.8,2.49212,31.2490187,14.8333333333333,11.84,1.696,1695.93,20.04316878,,A_PNG_4
Echinometra,sp. C,Ambitle,Ambitle_C,Seep,6,Reference,4.06,6,30.40133333,908.3826667,32677,2.49212,40.8918713,14.4761904761905,11.22,1.837,1836.98,21.75674672,,A_PNG_6
Echinometra,sp. C,Ambitle,Ambitle_C,Seep,7,Reference,4.06,7,22.61166667,686.5296667,38145.9,2.1969,40.9534629,15.5680272108844,12.06,1.393,1392.577,22.90698307,,A_PNG_7
Echinometra,sp. C,Ambitle,Ambitle_C,Seep,9,Reference,4.06,9,25.66433333,851.737,38921.3,2.33507,27.0576691,,11.04,1.736,1735.727,20.3656045,,A_PNG_9
Echinometra,sp. C,Ambitle,Ambitle_C,Seep,112,Reference,4.06,112,12.86333333,377.2293333,38722,1.73439,39.6812336,,10.24,1.025,1025.056,27.9705692,,A_PNG_112
Echinometra,sp. C,Ambitle,Ambitle_C,Seep,116,Reference,4.06,116,30.35133333,921.035,39307.4,2.87671,41.5808548,,12.88,1.684,1684.01,28.95608125,,A_PNG_116
Echinometra,sp. C,Ambitle,Ambitle_V,Seep,100,Extreme,4.05,100,31.834,970.7643333,39075.2,2.67096,35.0956389,15.421768707483,12.44,1.771,1770.888,19.48550302,,A_PNG_100
Echinometra,sp. C,Ambitle,Ambitle_V,Seep,118,Extreme,4.05,118,31.71666667,929.504,39061.2,2.334,40.1137189,14.8945578231293,11.58,1.801,1801.489,25.192198,,A_PNG_118
Echinometra,sp. C,Ambitle,Ambitle_V,Seep,201,Extreme,4.05,201,16.98466667,606.3283333,35644.4,2.07252,37.8184361,15.8503401360544,7.98,1.154,1153.748,24.56343576,,A_PNG_201
Echinometra,sp. C,Ambitle,Ambitle_V,Seep,202,Extreme,4.05,202,41.378,1216.938333,39616.1,2.99047,40.4492347,,14.02,2.013,2012.587,26.96376277,,A_PNG_202
Echinometra,sp. C,Ambitle,Ambitle_V,Seep,203,Extreme,4.05,203,32.15366667,1096.815,41154.1,2.767,41.7750128,,12.46,1.84,1839.617,21.58190054,,A_PNG_203
Echinometra,sp. C,Ambitle,Ambitle_V,Seep,0,Extreme,4.05,0,26.28566667,756.0683333,38592,2.57504,47.2690586,,11.6,1.533,1532.975,26.74346352,,A_PNG_0
Evechinus,chlorocticus,White Island,ControlNorth,Seep,CN1,Reference,37.5,CN1,82.9,1719.77,,4.0,36.0128,,12.0425,0.876,876.473,41.8658,20.33456,CN1
Evechinus,chlorocticus,White Island,ControlNorth,Seep,CN2,Reference,37.5,CN2,79,1545.14,,4.0,31.1332,,17.13835,1.126,1126.457,42.6259,18.84395,CN2
Evechinus,chlorocticus,White Island,ControlNorth,Seep,CN3,Reference,37.5,CN3,93.6,1562.41,,4.0,31.8595,,13.09596,0.876,875.933,41.3241,21.66376,CN3
Evechinus,chlorocticus,White Island,ControlNorth,Seep,CN4,Reference,37.5,CN4,82.5,1531.46,,4.0,32.7432,,11.44235,0.823,822.893,40.7868,19.64903,CN4
Evechinus,chlorocticus,White Island,ControlNorth,Seep,CN5,Reference,37.5,CN5,81,1465.20,,4.0,35.0195,,12.61417667,0.813,812.893,42.0179,17.93805,CN5
Evechinus,chlorocticus,White Island,ControlSouth,Seep,CS1,Reference,37.5,CS1,90.1,1783.58,,4.0,37.4437,,16.74019667,1.122,1122.45,41.9431,22.64157,CS1
Evechinus,chlorocticus,White Island,ControlSouth,Seep,CS2,Reference,37.5,CS2,83.5,1595.59,,4.0,33.4134,,14.19419333,0.929,929.15,40.4637,20.79562,CS2
Evechinus,chlorocticus,White Island,ControlSouth,Seep,CS3,Reference,37.5,CS3,83.1,1581.61,,4.0,36.8304,,7.77419,0.886,886.31,42.4716,19.10008,CS3
Evechinus,chlorocticus,White Island,ControlSouth,Seep,CS4,Reference,37.5,CS4,100,1479.33,,4.0,36.6330,,12.32005667,0.915,914.99,40.9854,23.3896,CS4
Evechinus,chlorocticus,White Island,ControlSouth,Seep,CS5,Reference,37.5,CS5,91.2,1537.59,,4.0,35.7397,,13.59439333,1.037,1036.913,41.8268,18.69487,CS5
Evechinus,chlorocticus,White Island,VentNorth,Seep,VN1,Extreme,37.5,VN1,79.9,1474.91,,4.0,44.8862,,13.83584,0.997,997.33,42.3558,19.49561,VN1
Evechinus,chlorocticus,White Island,VentNorth,Seep,VN2,Extreme,37.5,VN2,84.8,1520.22,,4.0,45.7175,,15.70745333,0.982,981.853,42.1430,23.1081,VN2
Evechinus,chlorocticus,White Island,VentNorth,Seep,VN3,Extreme,37.5,VN3,88.1,1398.41,,4.0,42.8125,,13.72755667,1.036,1036.08,41.4315,17.6664,VN3
Evechinus,chlorocticus,White Island,VentNorth,Seep,VN4,Extreme,37.5,VN4,79,1253.23,,4.0,35.6767,,12.83558,0.956,956.34,40.1482,16.63502,VN4
Evechinus,chlorocticus,White Island,VentNorth,Seep,VN5,Extreme,37.5,VN5,109.2,1707.83,,4.0,45.8782,,10.74872,0.989,988.733,41.0828,19.07698,VN5
Evechinus,chlorocticus,White Island,VentSouth,Seep,VS1,Extreme,37.5,VS1,100,1727.58,,4.0,35.1329,,11.55343667,0.802,801.763,41.8533,23.0593,VS1
Evechinus,chlorocticus,White Island,VentSouth,Seep,VS2,Extreme,37.5,VS2,99.9,1460.18,,4.0,42.6159,,10.96845667,0.881,881.21,41.6845,23.57819,VS2
Evechinus,chlorocticus,White Island,VentSouth,Seep,VS3,Extreme,37.5,VS3,99.2,1821.93,,4.0,39.7416,,11.19306,0.913,912.513,41.9818,23.20925,VS3
Evechinus,chlorocticus,White Island,VentSouth,Seep,VS4,Extreme,37.5,VS4,111.3,1675.87,,4.0,40.9542,,12.35014333,1.028,1028.13,42.7628,17.90306,VS4
Evechinus,chlorocticus,White Island,VentSouth,Seep,VS5,Extreme,37.5,VS5,104,1652.23,,4.0,50.2782,,15.40485333,1.044,1044.057,43.3529,21.0189,VS5
